Foold_Quality_ID,week,Food_Serving_ID,Food_type_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Family Count,Food_Outlet_Perference,Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating
1000068,26,129,1247,485.03,486.03,0,0,41,4, Bakery items (snacks),Neutral,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Neutral,Maybe,Anytime (Mon-Sun),30 minutes,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Yes
1000069,73,53,1543,388.03,486.03,0,0,27,4, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1000070,113,80,1525,241.53,241.53,0,1,123,4, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1000071,8,26,2306,259.99,242.5,1,0,14,4, Sweets,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Agree,Strongly disagree,Agree,Yes
1000072,32,109,1770,436.53,484.03,0,0,27,4, Sweets,Disagree,Strongly disagree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Yes
1000073,122,81,2139,291.03,290.03,0,0,42,3, Sweets,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Yes
1000074,21,39,2707,225.07,225.07,0,0,121,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Strongly agree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,No,Weekend (Sat & Sun),45 minutes,Neutral,Disagree,Neutral,Disagree,Neutral,No
1000075,83,99,2664,306.52,308.52,0,0,472,2, Bakery items (snacks),Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,No
1000076,28,110,1962,640.23,641.23,0,0,150,4, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Neutral,Strongly Agree,Agree,Neutral,No
1000078,33,39,1445,596.58,709.13,0,0,53,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Yes
1000079,107,186,2290,247.38,248.38,0,0,474,4, Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Neutral,Strongly Agree,Yes
1000080,107,30,1778,163.02,161.02,0,0,487,4, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,No,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Disagree,Strongly Agree,Agree,Yes
1000081,130,106,2577,282.33,281.33,0,0,14,3, Ice cream / Cool drinks,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes
1000082,104,43,1571,582.03,581.03,0,0,14,5, Bakery items (snacks),Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Neutral,Neutral,Agree,Strongly disagree,Agree,Maybe
1000083,92,75,1971,194.03,321.07,1,1,1027,4, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Strongly disagree,Strongly Agree,Agree,Agree,Yes
1000084,31,23,2664,334.71,332.71,0,0,446,3, Ice cream / Cool drinks,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Neutral,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Yes
1000086,132,146,1248,154.26,155.26,0,0,67,3, Veg foods (Breakfast / Lunch / Dinner),Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Maybe
1000087,56,51,1558,678.03,679.03,0,0,95,3, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Yes,Weekend (Sat & Sun),60 minutes,Agree,Neutral,Neutral,Neutral,Neutral,Yes
1000088,124,72,2494,194,194,0,0,26,3, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Disagree,Disagree,Yes
1000089,65,106,1109,255.11,297.79,0,0,458,4, Ice cream / Cool drinks,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Agree,Maybe
1000090,28,59,1878,282.33,280.33,0,0,68,5, Bakery items (snacks),Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Neutral,Neutral,Agree,Strongly disagree,Agree,Maybe
1000091,134,17,2304,483.09,469.51,0,1,109,1, Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Strongly disagree,Neutral,Agree,Yes
1000092,110,17,2760,241.53,243.53,0,0,107,5, Sweets,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,Disagree,Agree,Maybe
1000093,59,73,1971,289.06,291.06,0,0,351,2, Ice cream / Cool drinks,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,No,Anytime (Mon-Sun),60 minutes,Agree,Neutral,Neutral,Disagree,Neutral,No
1000094,98,110,2577,280.33,280.33,0,0,40,5, Bakery items (snacks),Agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,No,Weekdays (Mon-Fri),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No
1000095,35,32,1207,313.31,313.31,0,0,123,1, Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Agree,Neutral,Neutral,Disagree,Yes
1000096,97,67,2290,286.18,287.18,0,0,447,2, Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Neutral,Agree,Yes,Weekdays (Mon-Fri),15 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes
1000097,119,126,1247,445.23,447.23,0,1,14,3, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly Agree,Yes
1000098,55,110,1770,387.03,485.03,0,0,15,1, Veg foods (Breakfast / Lunch / Dinner),Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Neutral,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Disagree,Agree,Disagree,Agree,Yes
1000099,127,52,1311,183.36,184.36,0,0,528,1, Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Strongly disagree,Neutral,Agree,Yes
1000101,67,64,1778,168.78,170.78,0,0,161,5, Ice cream / Cool drinks,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekdays (Mon-Fri),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1000102,140,94,2631,97.03,154.26,0,0,107,5, Ice cream / Cool drinks,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekdays (Mon-Fri),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1000103,113,99,1962,466.63,697.43,1,0,1390,5, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,No,Weekend (Sat & Sun),60 minutes,Agree,Agree,Neutral,Agree,Agree,No
1000104,65,129,1525,242.53,291.03,0,0,95,3, Sweets,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Neutral,Yes
1000106,135,75,2539,97.97,121.28,0,0,109,3, Sweets,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Yes
1000107,19,75,2306,220.25,340.53,0,0,217,2, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly agree,Agree,Neutral,Agree,Neutral,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Yes
1000108,69,14,1543,486.03,485.03,0,0,40,3, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Strongly Agree,Agree,Neutral,Disagree,Neutral,Yes
1000109,106,51,1962,679.03,680.03,0,0,285,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Strongly Agree,Agree,Yes
1000110,139,11,1971,327.86,329.86,0,0,364,2, Ice cream / Cool drinks,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,No
1000111,94,75,2490,200.85,243.5,1,1,392,3, Sweets,Neutral,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Yes
1000112,36,50,2290,303.64,302.64,0,0,595,2, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Strongly disagree,Agree,Strongly Agree,Agree,Agree,Yes
1000113,113,124,2494,243.5,242.5,0,0,14,1, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Neutral,Agree,Neutral,Neutral,Yes
1000114,82,186,2640,280.33,280.33,0,0,81,2, Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Neutral,Agree,Agree,Neutral,No
1000115,119,76,1885,150.35,150.35,0,0,662,5, Ice cream / Cool drinks,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Strongly agree,Neutral,Agree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Agree,Agree,Yes
1000117,133,58,2126,427.8,428.8,0,0,27,4, Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes
1000118,75,41,1885,145.5,147.5,0,0,68,1, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Neutral,Agree,Neutral,Neutral,Yes
1000120,47,30,1971,248.38,311.4,0,0,528,2, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Yes
1000122,67,81,2640,280.33,281.33,0,0,121,5, Ice cream / Cool drinks,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekdays (Mon-Fri),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1000123,102,52,2306,349.26,347.26,0,0,26,2, Sweets,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Neutral,Yes
1000124,47,124,2539,146.53,145.53,0,0,134,4, Ice cream / Cool drinks,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Maybe,Anytime (Mon-Sun),15 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes
1000125,37,17,1543,485.03,484.03,0,0,28,5, Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Disagree,Agree,Yes
1000126,6,65,1207,321.13,320.13,0,0,204,2, Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Yes
1000128,115,39,1248,145.5,145.5,0,0,28,5, Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Agree,Disagree,Yes
1000129,10,143,1543,503.43,504.43,0,0,80,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Yes
1000131,84,23,2664,304.64,302.64,0,0,365,5, Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes
1000132,75,14,2760,243.53,243.53,0,0,94,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Weekdays (Mon-Fri),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,No
1000133,37,91,1727,445.23,447.23,0,0,40,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Neutral,Agree,Agree,Yes
1000134,116,99,1962,462.69,698.43,1,0,892,5, Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes
1000135,95,51,2306,349.26,348.26,0,0,41,6, Sweets,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes
1000136,22,29,1558,639.23,639.23,0,0,108,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes
1000137,64,174,2577,290.03,292.03,0,0,242,3, Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Disagree,Agree,Agree,Agree,Agree,No
